codes,wav_codes,transcript,normalized_transcript,tokens,duration,gender
1029,6200730432315357010.wav,"Another difference was that while the poor people and the woman ate their food while sitting in chairs, the rich men liked to have banquets together where they would lounge on their sides while they ate their meals.",another difference was that while the poor people and the woman ate their food while sitting in chairs the rich men liked to have banquets together where they would lounge on their sides while they ate their meals,a n o t h e r | d i f f e r e n c e | w a s | t h a t | w h i l e | t h e | p o o r | p e o p l e | a n d | t h e | w o m a n | a t e | t h e i r | f o o d | w h i l e | s i t t i n g | i n | c h a i r s | t h e | r i c h | m e n | l i k e d | t o | h a v e | b a n q u e t s | t o g e t h e r | w h e r e | t h e y | w o u l d | l o u n g e | o n | t h e i r | s i d e s | w h i l e | t h e y | a t e | t h e i r | m e a l s |,208320,FEMALE
174,6755689869861489503.wav,Following seabed mapping the wreck was found using an ROV.,following seabed mapping the wreck was found using an rov,f o l l o w i n g | s e a b e d | m a p p i n g | t h e | w r e c k | w a s | f o u n d | u s i n g | a n | r o v |,83520,MALE
371,14242216622379176763.wav,"These plants look like a small palm tree with a crown of sharp, spiky leaves.",these plants look like a small palm tree with a crown of sharp spiky leaves,t h e s e | p l a n t s | l o o k | l i k e | a | s m a l l | p a l m | t r e e | w i t h | a | c r o w n | o f | s h a r p | s p i k y | l e a v e s |,111360,MALE
619,11735488180605476676.wav,Individuals who had been involved for several decades helped us appreciate our strengths and passions while candidly assessing difficulties and even failures.,individuals who had been involved for several decades helped us appreciate our strengths and passions while candidly assessing difficulties and even failures,i n d i v i d u a l s | w h o | h a d | b e e n | i n v o l v e d | f o r | s e v e r a l | d e c a d e s | h e l p e d | u s | a p p r e c i a t e | o u r | s t r e n g t h s | a n d | p a s s i o n s | w h i l e | c a n d i d l y | a s s e s s i n g | d i f f i c u l t i e s | a n d | e v e n | f a i l u r e s |,156480,FEMALE
461,17011225614083065528.wav,Most televisions are made in a way to please the general public.,most televisions are made in a way to please the general public,m o s t | t e l e v i s i o n s | a r e | m a d e | i n | a | w a y | t o | p l e a s e | t h e | g e n e r a l | p u b l i c |,89280,FEMALE
69,14369761684392578615.wav,"Tenants at Lockwood Gardens believe that there may be another 40 families or more to face eviction, since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.",tenants at lockwood gardens believe that there may be another 40 families or more to face eviction since they learned that oha police are also investigating other public housing properties in oakland that may be caught up in the housing scam,t e n a n t s | a t | l o c k w o o d | g a r d e n s | b e l i e v e | t h a t | t h e r e | m a y | b e | a n o t h e r | 4 0 | f a m i l i e s | o r | m o r e | t o | f a c e | e v i c t i o n | s i n c e | t h e y | l e a r n e d | t h a t | o h a | p o l i c e | a r e | a l s o | i n v e s t i g a t i n g | o t h e r | p u b l i c | h o u s i n g | p r o p e r t i e s | i n | o a k l a n d | t h a t | m a y | b e | c a u g h t | u p | i n | t h e | h o u s i n g | s c a m |,280320,FEMALE
215,15930520917620024299.wav,Both golf and rugby are set to return to the Olympic Games.,both golf and rugby are set to return to the olympic games,b o t h | g o l f | a n d | r u g b y | a r e | s e t | t o | r e t u r n | t o | t h e | o l y m p i c | g a m e s |,75840,FEMALE
341,17137673280212916717.wav,Zayat was unhurt in the accident.,zayat was unhurt in the accident,z a y a t | w a s | u n h u r t | i n | t h e | a c c i d e n t |,62400,MALE
1418,9549360515750025601.wav,"Sadly, as newer methods of writing have emerged, the pencil has been relegated to lesser status and uses.",sadly as newer methods of writing have emerged the pencil has been relegated to lesser status and uses,s a d l y | a s | n e w e r | m e t h o d s | o f | w r i t i n g | h a v e | e m e r g e d | t h e | p e n c i l | h a s | b e e n | r e l e g a t e d | t o | l e s s e r | s t a t u s | a n d | u s e s |,176640,FEMALE
832,6164337432539259919.wav,"On night sleeper trains, passports may be collected by the conductor so that you do not have your sleep interrupted.",on night sleeper trains passports may be collected by the conductor so that you do not have your sleep interrupted,o n | n i g h t | s l e e p e r | t r a i n s | p a s s p o r t s | m a y | b e | c o l l e c t e d | b y | t h e | c o n d u c t o r | s o | t h a t | y o u | d o | n o t | h a v e | y o u r | s l e e p | i n t e r r u p t e d |,134400,FEMALE
758,8498319353740224544.wav,"While they are usually privately owned, they sometimes accommodate visiting heads of state and other dignitaries.",while they are usually privately owned they sometimes accommodate visiting heads of state and other dignitaries,w h i l e | t h e y | a r e | u s u a l l y | p r i v a t e l y | o w n e d | t h e y | s o m e t i m e s | a c c o m m o d a t e | v i s i t i n g | h e a d s | o f | s t a t e | a n d | o t h e r | d i g n i t a r i e s |,120000,MALE
122,5466745831352944605.wav,"The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.",the broadcasting services act provides for the regulation of internet content however to be considered internet content it must physically reside on a server,t h e | b r o a d c a s t i n g | s e r v i c e s | a c t | p r o v i d e s | f o r | t h e | r e g u l a t i o n | o f | i n t e r n e t | c o n t e n t | h o w e v e r | t o | b e | c o n s i d e r e d | i n t e r n e t | c o n t e n t | i t | m u s t | p h y s i c a l l y | r e s i d e | o n | a | s e r v e r |,209280,FEMALE
331,5045632701740653091.wav,No one else has ever made more appearances or scored more goals for the club than Bobek.,no one else has ever made more appearances or scored more goals for the club than bobek,n o | o n e | e l s e | h a s | e v e r | m a d e | m o r e | a p p e a r a n c e s | o r | s c o r e d | m o r e | g o a l s | f o r | t h e | c l u b | t h a n | b o b e k |,153600,FEMALE
488,7139629054909538445.wav,"Sikhs call their religion Gurmat, which is Punjabi for ""way of the guru"". The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on an importance that forms the core of Sikh beliefs.",sikhs call their religion gurmat which is punjabi for way of the guru the guru is a fundamental aspect of all indian religions but in sikhism has taken on an importance that forms the core of sikh beliefs,s i k h s | c a l l | t h e i r | r e l i g i o n | g u r m a t | w h i c h | i s | p u n j a b i | f o r | w a y | o f | t h e | g u r u | t h e | g u r u | i s | a | f u n d a m e n t a l | a s p e c t | o f | a l l | i n d i a n | r e l i g i o n s | b u t | i n | s i k h i s m | h a s | t a k e n | o n | a n | i m p o r t a n c e | t h a t | f o r m s | t h e | c o r e | o f | s i k h | b e l i e f s |,307200,FEMALE
860,13185105596103880861.wav,Some countries have exceedingly draconian punishments even for first time offenses; these can include prison sentences of over 10 years or death.,some countries have exceedingly draconian punishments even for first time offenses these can include prison sentences of over 10 years or death,s o m e | c o u n t r i e s | h a v e | e x c e e d i n g l y | d r a c o n i a n | p u n i s h m e n t s | e v e n | f o r | f i r s t | t i m e | o f f e n s e s | t h e s e | c a n | i n c l u d e | p r i s o n | s e n t e n c e s | o f | o v e r | 1 0 | y e a r s | o r | d e a t h |,249600,FEMALE
93,11187535302420617671.wav,Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary.,diplomats said that they had found enough ambiguity in the afghan constitution to determine the runoff as unnecessary,d i p l o m a t s | s a i d | t h a t | t h e y | h a d | f o u n d | e n o u g h | a m b i g u i t y | i n | t h e | a f g h a n | c o n s t i t u t i o n | t o | d e t e r m i n e | t h e | r u n o f f | a s | u n n e c e s s a r y |,205440,FEMALE
875,15898285013780213082.wav,maybe you'll discover a simple beverage that you can make for breakfast when you're back to your daily routine.,maybe you'll discover a simple beverage that you can make for breakfast when you're back to your daily routine,m a y b e | y o u ' l l | d i s c o v e r | a | s i m p l e | b e v e r a g e | t h a t | y o u | c a n | m a k e | f o r | b r e a k f a s t | w h e n | y o u ' r e | b a c k | t o | y o u r | d a i l y | r o u t i n e |,107520,MALE
216,14180875156988446186.wav,"The International Olympic Committee voted to include the sports at its executive board meeting in Berlin today. Rugby, specifically rugby union, and golf were selected over five other sports to be considered to participate in the Olympics.",the international olympic committee voted to include the sports at its executive board meeting in berlin today rugby specifically rugby union and golf were selected over five other sports to be considered to participate in the olympics,t h e | i n t e r n a t i o n a l | o l y m p i c | c o m m i t t e e | v o t e d | t o | i n c l u d e | t h e | s p o r t s | a t | i t s | e x e c u t i v e | b o a r d | m e e t i n g | i n | b e r l i n | t o d a y | r u g b y | s p e c i f i c a l l y | r u g b y | u n i o n | a n d | g o l f | w e r e | s e l e c t e d | o v e r | f i v e | o t h e r | s p o r t s | t o | b e | c o n s i d e r e d | t o | p a r t i c i p a t e | i n | t h e | o l y m p i c s |,234240,FEMALE
645,5268884222421551258.wav,The postmodern approach to learning offers the freedom from absolutes. There is no one good way to learn.,the postmodern approach to learning offers the freedom from absolutes there is no one good way to learn,t h e | p o s t m o d e r n | a p p r o a c h | t o | l e a r n i n g | o f f e r s | t h e | f r e e d o m | f r o m | a b s o l u t e s | t h e r e | i s | n o | o n e | g o o d | w a y | t o | l e a r n |,116160,MALE
918,6132359531835551879.wav,"One of the most prominent apps in this category is Google Translate, which allows offline translation after downloading the desired language data.",one of the most prominent apps in this category is google translate which allows offline translation after downloading the desired language data,o n e | o f | t h e | m o s t | p r o m i n e n t | a p p s | i n | t h i s | c a t e g o r y | i s | g o o g l e | t r a n s l a t e | w h i c h | a l l o w s | o f f l i n e | t r a n s l a t i o n | a f t e r | d o w n l o a d i n g | t h e | d e s i r e d | l a n g u a g e | d a t a |,153600,MALE
1131,17827905488088816556.wav,The eathquake struck Mariana at 07:19 a.m. local time (09:19 p.m. GMT Friday).,the eathquake struck mariana at 07:19 a.m. local time 09:19 p.m. gmt friday,t h e | e a t h q u a k e | s t r u c k | m a r i a n a | a t | 0 7 : 1 9 | a . m . | l o c a l | t i m e | 0 9 : 1 9 | p . m . | g m t | f r i d a y |,238080,FEMALE
1392,8460605881326290833.wav,"In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.",in france voting has traditionally been a low-tech experience voters isolate themselves in a booth put a pre-printed sheet of paper indicating their candidate of choice into an envelope,i n | f r a n c e | v o t i n g | h a s | t r a d i t i o n a l l y | b e e n | a | l o w - t e c h | e x p e r i e n c e | v o t e r s | i s o l a t e | t h e m s e l v e s | i n | a | b o o t h | p u t | a | p r e - p r i n t e d | s h e e t | o f | p a p e r | i n d i c a t i n g | t h e i r | c a n d i d a t e | o f | c h o i c e | i n t o | a n | e n v e l o p e |,192000,MALE
